Data ID,Link,Eintrag,Posting Date,City,Address,Pure Rent,Service Charge,Other Charge,Total Cost,Size,Date From,Date To,Dataframe Date,Deposit,Lease term,EUR / SQM,Name,Neighbourhood,frei bis (Year - Month),Latitude,Longitude,Full Address,Rooms,Full Address Lenght
9935212,www.wg-gesucht.de/wg-zimmer-in-Berlin-Baumschulenweg.9935212.html,25.04.2023,,Berlin,Muster Str. 1,791,,,,17,2023-05-08,2024-05-08,20230424,,12,46.52941176,25.04.2023-791.0-46.529411764705884 Berlin,Pankow,2024-05,52.5979174,13.435316,,,
8169209,www.wg-gesucht.de/wg-zimmer-in-Berlin.8169209.html,25.04.2023,,Berlin,Muster Str. 1,600,,,,18,2023-05-16,2023-06-20,20230424,,1,33.33333333,25.04.2023-600.0-33.333333333333336 Berlin,Berlin,2023-06,52.5170365,13.3888599,,,
9983628,www.wg-gesucht.de/wg-zimmer-in-Berlin-Weissensee.9983628.html,25.04.2023,,Berlin,Muster Str. 1,791,,,,26,2023-04-25,,20230424,,,30.42307692,25.04.2023-791.0-30.423076923076923 Berlin,Berlin,,52.5170365,13.3888599,,,
9661791,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kreuzberg.9661791.html,25.04.2023,,Berlin,Muster Str. 1,500,,,,18,2023-05-01,2023-10-21,20230424,,5,27.77777778,25.04.2023-500.0-27.77777777777778 Berlin,Berlin,2023-10,52.5170365,13.3888599,,,
7902216,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.7902216.html,25.04.2023,,Berlin,Muster Str. 1,850,,,,25,2023-05-01,2023-08-01,20230424,,3,34,25.04.2023-850.0-34.0 Berlin,Weißensee,2023-08,52.5546193,13.4630018,,,
9190863,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.9190863.html,25.04.2023,,Berlin,Muster Str. 1,700,,,,23,2023-04-27,2023-06-15,20230424,,2,30.43478261,25.04.2023-700.0-30.434782608695652 Berlin,Kreuzberg,2023-06,52.4976443,13.411914,,,
8741031,www.wg-gesucht.de/wg-zimmer-in-Berlin-Spandau.8741031.html,25.04.2023,,Berlin,Muster Str. 1,850,,,,25,2023-06-01,,20230424,,,34,25.04.2023-850.0-34.0 Berlin,Prenzlauer Berg,,52.5398466,13.4285652,,,
9780379,www.wg-gesucht.de/wg-zimmer-in-Berlin-Britz.9780379.html,25.04.2023,,Berlin,Muster Str. 1,1300,,,,30,2023-04-25,,20230424,,,43.33333333,25.04.2023-1300.0-43.333333333333336 Berlin,Friedrichshain,,52.5122154,13.4502904,,,
9857032,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.9857032.html,25.04.2023,,Berlin,Muster Str. 1,610,,,,57,2023-08-01,,20230424,,,10.70175439,25.04.2023-610.0-10.701754385964913 Berlin,Spandau,,52.535788,13.1977924,,,
9638545,www.wg-gesucht.de/wg-zimmer-in-Berlin-Weissensee.9638545.html,25.04.2023,,Berlin,Muster Str. 1,100,,,,30,2023-05-01,2023-10-31,20230424,,5,3.333333333,25.04.2023-100.0-3.3333333333333335 Berlin,Berlin,2023-10,52.5170365,13.3888599,,,
7283340,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.7283340.html,25.04.2023,,Zimmervon HousingAnywhere*,Muster Str. 1,490,,,,16,2023-04-26,,20230424,,,30.625,25.04.2023-490.0-30.625 Zimmervon HousingAnywhere*,Berlin,,52.5170365,13.3888599,,,
10021411,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.10021411.html,25.04.2023,,Zimmervon Spotahome*,Muster Str. 1,470,,,,19,2023-04-26,,20230424,,,24.73684211,25.04.2023-470.0-24.736842105263158 Zimmervon Spotahome*,Berlin,,52.5170365,13.3888599,,,
9989665,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.9989665.html,25.04.2023,,Berlin,Muster Str. 1,940,,,,20,2023-04-25,2026-12-31,20230424,,44,47,25.04.2023-940.0-47.0 Berlin,Prenzlauer Berg,2026-12,52.5398466,13.4285652,,,
9998720,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln.9998720.html,25.04.2023,,Berlin,Muster Str. 1,800,,,,23,2023-08-01,,20230424,,,34.7826087,25.04.2023-800.0-34.78260869565217 Berlin,Prenzlauer Berg,,52.5398466,13.4285652,,,
9687908,www.wg-gesucht.de/wg-zimmer-in-Berlin-Karlshorst.9687908.html,25.04.2023,,Berlin,Muster Str. 1,300,,,,12,2023-04-26,2023-07-31,20230424,,3,25,25.04.2023-300.0-25.0 Berlin,Prenzlauer Berg,2023-07,52.5398466,13.4285652,,,
9940516,www.wg-gesucht.de/wg-zimmer-in-Berlin-Niederschoenhausen.9940516.html,25.04.2023,,Berlin,Muster Str. 1,640,,,,18,2023-05-01,2023-06-30,20230424,,1,35.55555556,25.04.2023-640.0-35.55555555555556 Berlin,Neukölln,2023-06,52.4811497,13.4353501,,,
10015087,www.wg-gesucht.de/wg-zimmer-in-Berlin-Koepenick.10015087.html,25.04.2023,,Berlin,Muster Str. 1,635,,,,15,2023-05-01,2023-10-31,20230424,,5,42.33333333,25.04.2023-635.0-42.333333333333336 Berlin,Karlshorst,2023-10,52.4843399,13.5235848,,,
8146322,www.wg-gesucht.de/wg-zimmer-in-Berlin-Wedding.8146322.html,25.04.2023,,Berlin,Muster Str. 1,430,,,,15,2023-04-25,2023-09-01,20230424,,5,28.66666667,25.04.2023-430.0-28.666666666666668 Berlin,Niederschönhausen,2023-09,52.5858062,13.401397,,,
7399689,www.wg-gesucht.de/wg-zimmer-in-Berlin-Moabit.7399689.html,25.04.2023,,Berlin,Muster Str. 1,900,,,,15,2023-05-01,2023-07-31,20230424,,2,60,25.04.2023-900.0-60.0 Berlin,Köpenick,2023-07,52.4539099,13.5764126,,,
4392435,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedenau-Bezirk-Tempelhof-Schoeneberg.4392435.html,25.04.2023,,Berlin,Muster Str. 1,250,,,,33,2023-05-09,2023-05-18,20230424,,0,7.575757576,25.04.2023-250.0-7.575757575757576 Berlin,Wedding,2023-05,52.550123,13.34197,,,
10029155,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kreuzberg.10029155.html,25.04.2023,,Berlin,Muster Str. 1,600,,,,18,2023-05-01,,20230424,,,33.33333333,25.04.2023-600.0-33.333333333333336 Berlin,Moabit,,52.5301017,13.3425422,,,
10029124,www.wg-gesucht.de/wg-zimmer-in-Berlin-Charlottenburg-Wilmersdorf.10029124.html,25.04.2023,,Berlin,Muster Str. 1,280,,,,21,2023-05-01,,20230424,,,13.33333333,25.04.2023-280.0-13.333333333333334 Berlin,Tempelhof,,52.4632921,13.3864477,,,
9965871,www.wg-gesucht.de/wg-zimmer-in-Berlin-Marienfelde-Tempelhof-schonerberg.9965871.html,25.04.2023,,Berlin,Muster Str. 1,830,,,,30,2023-05-02,2023-05-21,20230424,,0,27.66666667,25.04.2023-830.0-27.666666666666668 Berlin,Kreuzberg,2023-05,52.4976443,13.411914,,,
10029135,www.wg-gesucht.de/wg-zimmer-in-Berlin-Berlin.10029135.html,25.04.2023,,Berlin,Muster Str. 1,485,,,,16,2023-04-27,,20230424,,,30.3125,25.04.2023-485.0-30.3125 Berlin,Charlottenburg,,52.515747,13.3096834,,,
9317426,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.9317426.html,25.04.2023,,Berlin,Muster Str. 1,1000,,,,23,2023-04-25,,20230424,,,43.47826087,25.04.2023-1000.0-43.47826086956522 Berlin,Marienfelde,,52.4125766,13.3665916,,,
2829521,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kreuzberg.2829521.html,25.04.2023,,Berlin,Muster Str. 1,700,,,,11,2023-06-01,2024-03-01,20230424,,9,63.63636364,25.04.2023-700.0-63.63636363636363 Berlin,Berlin,2024-03,52.5170365,13.3888599,,,
9673650,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln.9673650.html,25.04.2023,,Berlin,Muster Str. 1,841,,,,15,2023-06-01,,20230424,,,56.06666667,25.04.2023-841.0-56.06666666666667 Berlin,Friedrichshain,,52.5122154,13.4502904,,,
10029088,www.wg-gesucht.de/wg-zimmer-in-Berlin-Berlin.10029088.html,25.04.2023,,Berlin,Muster Str. 1,690,,,,11,2023-04-25,,20230424,,,62.72727273,25.04.2023-690.0-62.72727272727273 Berlin,Kreuzberg,,52.4976443,13.411914,,,
10027029,www.wg-gesucht.de/wg-zimmer-in-Berlin-Pankow.10027029.html,25.04.2023,,Berlin,Muster Str. 1,400,,,,23,2023-05-24,2023-06-14,20230424,,1,17.39130435,25.04.2023-400.0-17.391304347826086 Berlin,Neukölln,2023-06,52.4811497,13.4353501,,,
4719780,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.4719780.html,24.04.2023,,Berlin,Muster Str. 1,600,,,,16,2023-06-01,2024-01-31,20230424,,7,37.5,24.04.2023-600.0-37.5 Berlin,Berlin,2024-01,52.5170365,13.3888599,,,
4719780,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.4719780.html,25.04.2023,,Zimmervon HousingAnywhere*,Muster Str. 1,500,,,,20,2023-04-26,,20230424,,,25,25.04.2023-500.0-25.0 Zimmervon HousingAnywhere*,Berlin,,52.5170365,13.3888599,,,
10017995,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.10017995.html,25.04.2023,,Zimmervon Spotahome*,Muster Str. 1,460,,,,24,2023-04-26,,20230424,,,19.16666667,25.04.2023-460.0-19.166666666666668 Zimmervon Spotahome*,Berlin,,52.5170365,13.3888599,,,
10028989,www.wg-gesucht.de/wg-zimmer-in-Berlin-Berlin.10028989.html,24.04.2023,,Berlin,Muster Str. 1,750,,,,25,2023-06-01,2023-07-31,20230424,,1,30,24.04.2023-750.0-30.0 Berlin,Prenzlauer Berg,2023-07,52.5398466,13.4285652,,,
7090867,www.wg-gesucht.de/wg-zimmer-in-Berlin-Baumschulenweg.7090867.html,24.04.2023,,Berlin,Muster Str. 1,600,,,,25,2023-05-01,2023-07-31,20230424,,2,24,24.04.2023-600.0-24.0 Berlin,Friedrichshain,2023-07,52.5122154,13.4502904,,,
9974479,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.9974479.html,24.04.2023,,Berlin,Muster Str. 1,820,,,,16,2023-06-01,,20230424,,,51.25,24.04.2023-820.0-51.25 Berlin,Berlin,,52.5170365,13.3888599,,,
7998359,www.wg-gesucht.de/wg-zimmer-in-Berlin.7998359.html,24.04.2023,,Berlin,Muster Str. 1,500,,,,15,2023-06-01,2024-03-31,20230424,,9,33.33333333,24.04.2023-500.0-33.333333333333336 Berlin,Berlin,2024-03,52.5170365,13.3888599,,,
9997694,www.wg-gesucht.de/wg-zimmer-in-Berlin-Steglitz.9997694.html,24.04.2023,,Berlin,Muster Str. 1,700,,,,14,2023-05-01,,20230424,,,50,24.04.2023-700.0-50.0 Berlin,Mitte,,52.5178855,13.4040601,,,
10029045,www.wg-gesucht.de/wg-zimmer-in-Berlin-Steglitz.10029045.html,24.04.2023,,Berlin,Muster Str. 1,500,,,,13,2023-04-10,,20230424,,,38.46153846,24.04.2023-500.0-38.46153846153846 Berlin,Berlin,,52.5170365,13.3888599,,,
10028199,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kreuzberg.10028199.html,24.04.2023,,Berlin,Muster Str. 1,600,,,,25,2023-05-01,2023-08-01,20230424,,3,24,24.04.2023-600.0-24.0 Berlin,Steglitz,2023-08,52.4572569,13.3222865,,,
10028918,www.wg-gesucht.de/wg-zimmer-in-Berlin-Moabit.10028918.html,24.04.2023,,Berlin,Muster Str. 1,500,,,,25,2023-05-01,2023-08-01,20230424,,3,20,24.04.2023-500.0-20.0 Berlin,Steglitz,2023-08,52.4572569,13.3222865,,,
3195220,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.3195220.html,24.04.2023,,Berlin,Muster Str. 1,600,,,,12,2023-05-01,2023-12-01,20230424,,7,50,24.04.2023-600.0-50.0 Berlin,Kreuzberg,2023-12,52.4976443,13.411914,,,
10019309,www.wg-gesucht.de/wg-zimmer-in-Berlin-Charlottenburg-Wilmersdorf.10019309.html,24.04.2023,,Berlin,Muster Str. 1,755,,,,13,2023-05-01,2024-04-30,20230424,,11,58.07692308,24.04.2023-755.0-58.07692307692308 Berlin,Moabit,2024-04,52.5301017,13.3425422,,,
9228705,www.wg-gesucht.de/wg-zimmer-in-Berlin.9228705.html,24.04.2023,,Berlin,Muster Str. 1,680,,,,10,2023-05-01,2024-02-28,20230424,,9,68,24.04.2023-680.0-68.0 Berlin,Prenzlauer Berg,2024-02,52.5398466,13.4285652,,,
5078789,www.wg-gesucht.de/wg-zimmer-in-Berlin-Koepenick.5078789.html,24.04.2023,,Berlin,Muster Str. 1,535,,,,20,2023-05-01,2023-08-01,20230424,,3,26.75,24.04.2023-535.0-26.75 Berlin,Charlottenburg,2023-08,52.515747,13.3096834,,,
7992450,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kreuzberg.7992450.html,24.04.2023,,Berlin,Muster Str. 1,600,,,,25,2023-05-01,2023-06-11,20230424,,1,24,24.04.2023-600.0-24.0 Berlin,Berlin,2023-06,52.5170365,13.3888599,,,
10006695,www.wg-gesucht.de/wg-zimmer-in-Berlin.10006695.html,24.04.2023,,Berlin,Muster Str. 1,525,,,,15,2023-05-01,,20230424,,,35,24.04.2023-525.0-35.0 Berlin,Köpenick,,52.4539099,13.5764126,,,
8283071,www.wg-gesucht.de/wg-zimmer-in-Berlin-Wittenau.8283071.html,24.04.2023,,Berlin,Muster Str. 1,760,,,,14,2023-04-25,2024-04-01,20230424,,12,54.28571429,24.04.2023-760.0-54.285714285714285 Berlin,Kreuzberg,2024-04,52.4976443,13.411914,,,
5501236,www.wg-gesucht.de/wg-zimmer-in-Berlin-Wittenau.5501236.html,24.04.2023,,Berlin,Muster Str. 1,660,,,,23,2023-05-06,2023-06-05,20230424,,1,28.69565217,24.04.2023-660.0-28.695652173913043 Berlin,Berlin,2023-06,52.5170365,13.3888599,,,
7843689,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln.7843689.html,24.04.2023,,Berlin,Muster Str. 1,485,,,,14,2023-04-25,,20230424,,,34.64285714,24.04.2023-485.0-34.642857142857146 Berlin,Berlin,,52.5170365,13.3888599,,,
9700070,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.9700070.html,24.04.2023,,Berlin,Muster Str. 1,24,,,,15,2023-05-25,2023-07-31,20230424,,2,1.6,24.04.2023-24.0-1.6 Berlin,Berlin,2023-07,52.5170365,13.3888599,,,
9958383,www.wg-gesucht.de/wg-zimmer-in-Berlin-Charlottenburg-Wilmersdorf.9958383.html,25.04.2023,,Zimmervon HousingAnywhere*,Muster Str. 1,460,,,,17,2023-04-26,,20230424,,,27.05882353,25.04.2023-460.0-27.058823529411764 Zimmervon HousingAnywhere*,Berlin,,52.5170365,13.3888599,,,
9637948,www.wg-gesucht.de/wg-zimmer-in-Berlin-Blankenburg.9637948.html,25.04.2023,,Zimmervon Spotahome*,Muster Str. 1,440,,,,16,2023-04-26,,20230424,,,27.5,25.04.2023-440.0-27.5 Zimmervon Spotahome*,Berlin,,52.5170365,13.3888599,,,
5448793,www.wg-gesucht.de/wg-zimmer-in-Berlin-Wittenau.5448793.html,24.04.2023,,Berlin,Muster Str. 1,550,,,,20,2023-04-25,,20230424,,,27.5,24.04.2023-550.0-27.5 Berlin,Charlottenburg,,52.515747,13.3096834,,,
10028868,www.wg-gesucht.de/wg-zimmer-in-Berlin-Wedding.10028868.html,24.04.2023,,Berlin,Muster Str. 1,514,,,,11,2023-04-24,2023-12-10,20230424,,8,46.72727273,24.04.2023-514.0-46.72727272727273 Berlin,Blankenburg,2023-12,51.7902676,10.9551991,,,
10025584,www.wg-gesucht.de/wg-zimmer-in-Berlin-Gesundbrunnen.10025584.html,24.04.2023,,Berlin,Muster Str. 1,570,,,,16,2023-05-01,2023-07-31,20230424,,2,35.625,24.04.2023-570.0-35.625 Berlin,Berlin,2023-07,52.5170365,13.3888599,,,
9736171,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kreuzberg.9736171.html,24.04.2023,,Berlin,Muster Str. 1,650,,,,20,2023-05-15,2023-07-31,20230424,,2,32.5,24.04.2023-650.0-32.5 Berlin,Wedding,2023-07,52.550123,13.34197,,,
9857861,www.wg-gesucht.de/wg-zimmer-in-Berlin.9857861.html,24.04.2023,,Berlin,Muster Str. 1,650,,,,15,2023-05-05,2023-06-14,20230424,,1,43.33333333,24.04.2023-650.0-43.333333333333336 Berlin,Gesundbrunnen,2023-06,52.5509201,13.384846,,,
10028827,www.wg-gesucht.de/wg-zimmer-in-Berlin-Hermsdorf.10028827.html,24.04.2023,,Berlin,Muster Str. 1,1000,,,,30,2023-06-01,2023-06-30,20230424,,0,33.33333333,24.04.2023-1000.0-33.333333333333336 Berlin,Kreuzberg,2023-06,52.4976443,13.411914,,,
10028811,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln.10028811.html,24.04.2023,,Berlin,Muster Str. 1,750,,,,20,2023-04-26,2023-05-28,20230424,,1,37.5,24.04.2023-750.0-37.5 Berlin,Berlin,2023-05,52.5170365,13.3888599,,,
10019282,www.wg-gesucht.de/wg-zimmer-in-Berlin-Lichtenberg.10019282.html,24.04.2023,,Berlin,Muster Str. 1,500,,,,17,2023-05-01,,20230424,,,29.41176471,24.04.2023-500.0-29.41176470588235 Berlin,Hermsdorf,,50.897952,11.8567132,,,
8689551,www.wg-gesucht.de/wg-zimmer-in-Berlin-Steglitz.8689551.html,24.04.2023,,Berlin,Muster Str. 1,350,,,,11,2023-05-01,,20230424,,,31.81818182,24.04.2023-350.0-31.818181818181817 Berlin,Neukölln,,52.4811497,13.4353501,,,
9810771,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain-Kreuzberg.9810771.html,24.04.2023,,Berlin,Muster Str. 1,543,,,,10,2023-05-01,,20230424,,,54.3,24.04.2023-543.0-54.3 Berlin,Lichtenberg,,48.9212959,7.4812268,,,
10028739,www.wg-gesucht.de/wg-zimmer-in-Berlin-Lichtenberg.10028739.html,24.04.2023,,Berlin,Muster Str. 1,600,,,,25,2023-05-01,2023-05-31,20230424,,0,24,24.04.2023-600.0-24.0 Berlin,Steglitz,2023-05,52.4572569,13.3222865,,,
8109450,www.wg-gesucht.de/wg-zimmer-in-Berlin.8109450.html,24.04.2023,,Berlin,Muster Str. 1,500,,,,14,2023-06-01,2023-08-01,20230424,,2,35.71428571,24.04.2023-500.0-35.714285714285715 Berlin,Friedrichshain,2023-08,52.5122154,13.4502904,,,
8385263,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln.8385263.html,24.04.2023,,Berlin,Muster Str. 1,400,,,,18,2023-05-01,2023-05-31,20230424,,0,22.22222222,24.04.2023-400.0-22.22222222222222 Berlin,Lichtenberg,2023-05,48.9212959,7.4812268,,,
10026104,www.wg-gesucht.de/wg-zimmer-in-Berlin-Wedding.10026104.html,24.04.2023,,Berlin,Muster Str. 1,750,,,,25,2023-08-01,2023-09-15,20230424,,1,30,24.04.2023-750.0-30.0 Berlin,Berlin,2023-09,52.5170365,13.3888599,,,
9996242,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kreuzberg.9996242.html,24.04.2023,,Berlin,Muster Str. 1,500,,,,22,2023-05-15,,20230424,,,22.72727273,24.04.2023-500.0-22.727272727272727 Berlin,Neukölln,,52.4811497,13.4353501,,,
10020241,www.wg-gesucht.de/wg-zimmer-in-Berlin-Tiergarten.10020241.html,24.04.2023,,Berlin,Muster Str. 1,684,,,,24,2023-05-01,2023-06-30,20230424,,1,28.5,24.04.2023-684.0-28.5 Berlin,Wedding,2023-06,Location not found: Wedding,Location not found: Wedding,,,
9951777,www.wg-gesucht.de/wg-zimmer-in-Berlin-Baumschulenweg.9951777.html,24.04.2023,,Berlin,Muster Str. 1,600,,,,25,2023-04-24,2023-09-01,20230424,,5,24,24.04.2023-600.0-24.0 Berlin,Kreuzberg,2023-09,52.4976443,13.411914,,,
9969525,www.wg-gesucht.de/wg-zimmer-in-Berlin.9969525.html,24.04.2023,,Berlin,Muster Str. 1,650,,,,16,2023-05-14,2024-01-31,20230424,,8,40.625,24.04.2023-650.0-40.625 Berlin,Tiergarten,2024-01,50.3408439,6.9562155,,,
10028649,www.wg-gesucht.de/wg-zimmer-in-Berlin-Spandau.10028649.html,25.04.2023,,Zimmervon HousingAnywhere*,Muster Str. 1,490,,,,19,2023-04-26,,20230424,,,25.78947368,25.04.2023-490.0-25.789473684210527 Zimmervon HousingAnywhere*,Berlin,,52.5170365,13.3888599,,,
10026547,www.wg-gesucht.de/wg-zimmer-in-Berlin-Berlin.10026547.html,25.04.2023,,Zimmervon Spotahome*,Muster Str. 1,470,,,,15,2023-04-26,,20230424,,,31.33333333,25.04.2023-470.0-31.333333333333332 Zimmervon Spotahome*,Berlin,,52.5170365,13.3888599,,,
5125715,www.wg-gesucht.de/wg-zimmer-in-Berlin.5125715.html,24.04.2023,,Berlin,Muster Str. 1,490,,,,19,2023-05-15,,20230424,,,25.78947368,24.04.2023-490.0-25.789473684210527 Berlin,Spandau,,52.535788,13.1977924,,,
9658387,www.wg-gesucht.de/wg-zimmer-in-Berlin-berlin.9658387.html,24.04.2023,,Berlin,Muster Str. 1,370,,,,21,2023-05-07,2023-06-01,20230424,,1,17.61904762,24.04.2023-370.0-17.61904761904762 Berlin,Berlin,2023-06,52.5170365,13.3888599,,,
8870374,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg-Pankow.8870374.html,24.04.2023,,Berlin,Muster Str. 1,700,,,,15,2023-05-01,2023-08-31,20230424,,3,46.66666667,24.04.2023-700.0-46.666666666666664 Berlin,Berlin,2023-08,52.5170365,13.3888599,,,
10009630,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.10009630.html,24.04.2023,,Berlin,Muster Str. 1,430,,,,25,2023-04-02,2024-01-01,20230424,,9,17.2,24.04.2023-430.0-17.2 Berlin,Berlin,2024-01,52.5170365,13.3888599,,,
9137557,www.wg-gesucht.de/wg-zimmer-in-Berlin-Alt-Hohenschoenhausen.9137557.html,24.04.2023,,Berlin,Muster Str. 1,300,,,,10,2021-09-01,2022-02-01,20230424,,5,30,24.04.2023-300.0-30.0 Berlin,Pankow,2022-02,52.5979174,13.435316,,,
8990664,www.wg-gesucht.de/wg-zimmer-in-Berlin-Lankwitz.8990664.html,24.04.2023,,Berlin,Muster Str. 1,900,,,,45,2023-04-30,2023-07-01,20230424,,3,20,24.04.2023-900.0-20.0 Berlin,Prenzlauer Berg,2023-07,52.5398466,13.4285652,,,
10006212,www.wg-gesucht.de/wg-zimmer-in-Berlin-Berlin-spandau.10006212.html,24.04.2023,,Berlin,Muster Str. 1,560,,,,30,2023-06-01,,20230424,,,18.66666667,24.04.2023-560.0-18.666666666666668 Berlin,Berlin,,52.5170365,13.3888599,,,
10019232,www.wg-gesucht.de/wg-zimmer-in-Berlin-Weissensee.10019232.html,24.04.2023,,Berlin,Muster Str. 1,670,,,,18,2023-05-01,2023-09-30,20230424,,4,37.22222222,24.04.2023-670.0-37.22222222222222 Berlin,Lankwitz,2023-09,52.4336977,13.3454858,,,
6619050,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kreuzberg.6619050.html,24.04.2023,,Berlin,Muster Str. 1,550,,,,20,2023-05-01,,20230424,,,27.5,24.04.2023-550.0-27.5 Berlin,Spandau,,52.535788,13.1977924,,,
10028369,www.wg-gesucht.de/wg-zimmer-in-Berlin-Wedding.10028369.html,24.04.2023,,Berlin,Muster Str. 1,550,,,,20,2023-04-25,2023-05-31,20230424,,1,27.5,24.04.2023-550.0-27.5 Berlin,Weißensee,2023-05,52.5546193,13.4630018,,,
10026361,www.wg-gesucht.de/wg-zimmer-in-Berlin-Moabit.10026361.html,24.04.2023,,Berlin,Muster Str. 1,680,,,,14,2023-05-05,2023-07-31,20230424,,2,48.57142857,24.04.2023-680.0-48.57142857142857 Berlin,Kreuzberg,2023-07,52.4976443,13.411914,,,
9785644,www.wg-gesucht.de/wg-zimmer-in-Berlin-Reinickendorf.9785644.html,24.04.2023,,Berlin,Muster Str. 1,500,,,,9,2023-05-02,2023-06-30,20230424,,1,55.55555556,24.04.2023-500.0-55.55555555555556 Berlin,Wedding,2023-06,52.550123,13.34197,,,
10028343,www.wg-gesucht.de/wg-zimmer-in-Berlin-Britz.10028343.html,24.04.2023,,Berlin,Muster Str. 1,450,,,,10,2023-05-01,2023-07-31,20230424,,2,45,24.04.2023-450.0-45.0 Berlin,Moabit,2023-07,52.5301017,13.3425422,,,
10028375,www.wg-gesucht.de/wg-zimmer-in-Berlin-Wedding.10028375.html,24.04.2023,,Berlin,Muster Str. 1,550,,,,12,2023-05-01,2023-07-01,20230424,,2,45.83333333,24.04.2023-550.0-45.833333333333336 Berlin,Reinickendorf,2023-07,52.6047631,13.2952872,,,
10014713,www.wg-gesucht.de/wg-zimmer-in-Berlin-Weissensee.10014713.html,24.04.2023,,Berlin,Muster Str. 1,597,,,,18,2023-05-08,2025-05-01,20230424,,24,33.16666667,24.04.2023-597.0-33.166666666666664 Berlin,Berlin,2025-05,52.5170365,13.3888599,,,
9867974,www.wg-gesucht.de/wg-zimmer-in-Berlin-Berlin.9867974.html,24.04.2023,,Berlin,Muster Str. 1,825,,,,11,2023-05-15,2023-06-14,20230424,,1,75,24.04.2023-825.0-75.0 Berlin,Wedding,2023-06,52.550123,13.34197,,,
10025471,www.wg-gesucht.de/wg-zimmer-in-Berlin-Wedding.10025471.html,24.04.2023,,Berlin,Muster Str. 1,650,,,,16,2023-05-15,,20230424,,,40.625,24.04.2023-650.0-40.625 Berlin,Weißensee,,52.5546193,13.4630018,,,
10028103,www.wg-gesucht.de/wg-zimmer-in-Berlin-Steglitz.10028103.html,24.04.2023,,Berlin,Muster Str. 1,850,,,,20,2023-08-01,2024-07-31,20230424,,11,42.5,24.04.2023-850.0-42.5 Berlin,Berlin,2024-07,52.5170365,13.3888599,,,
5869591,www.wg-gesucht.de/wg-zimmer-in-Berlin-Moabit.5869591.html,25.04.2023,,Zimmervon HousingAnywhere*,Muster Str. 1,520,,,,13,2023-04-26,,20230424,,,40,25.04.2023-520.0-40.0 Zimmervon HousingAnywhere*,Berlin,,52.5170365,13.3888599,,,
9089241,www.wg-gesucht.de/wg-zimmer-in-Berlin-Wilmersdorf.9089241.html,25.04.2023,,Zimmervon Spotahome*,Muster Str. 1,460,,,,16,2023-04-26,,20230424,,,28.75,25.04.2023-460.0-28.75 Zimmervon Spotahome*,Berlin,,52.5170365,13.3888599,,,
10016942,www.wg-gesucht.de/wg-zimmer-in-Berlin-Marzahn.10016942.html,24.04.2023,,Berlin,Muster Str. 1,500,,,,23,2023-05-01,,20230424,,,21.73913043,24.04.2023-500.0-21.73913043478261 Berlin,Moabit,,52.5301017,13.3425422,,,
10003041,www.wg-gesucht.de/wg-zimmer-in-Berlin-vor-Berlin.10003041.html,24.04.2023,,Berlin,Muster Str. 1,800,,,,14,2023-07-01,2024-07-31,20230424,,12,57.14285714,24.04.2023-800.0-57.142857142857146 Berlin,Wilmersdorf,2024-07,52.4871152,13.3203298,,,
9925302,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln.9925302.html,24.04.2023,,Berlin,Muster Str. 1,670,,,,15,2023-05-01,2023-10-31,20230424,,5,44.66666667,24.04.2023-670.0-44.666666666666664 Berlin,Marzahn,2023-10,52.5429481,13.563142,,,
