,Unnamed: 0,index,Link,Posting Date,Location,City,Neighbourhood (Dirty),Address,Price,Pure rent,Service Charge,Other Charge,Size,Date From,Date To,DataFrame,Deposit,Lease term,EUR / SQM,Name,Neighbourhood,Date To (Year - Month),Latitude,Longitude
10,10,9764465,www.wg-gesucht.de/wg-zimmer-in-Berlin-Gesundbrunnen.9764465.html,25.04.2023,"Berlin
                                                                    Mitte",Berlin,                                                                   Mitte,Muster Str. 1,550.0,5000,5000,5000,20,2023-04-29,2023-06-30,20230424,5000,2.0,27.5,25.04.2023-550.0-27.5 Berlin,Mitte,2023-06,52.5178855,13.4040601
11,11,9894452,www.wg-gesucht.de/wg-zimmer-in-Berlin-Reinickendorf.9894452.html,25.04.2023,Berlin,Berlin,Berlin,Muster Str. 1,610.0,5000,5000,5000,16,2023-05-01,,20230424,5000,,38.125,25.04.2023-610.0-38.125 Berlin,Berlin,,52.5170365,13.3888599
12,12,9516221,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.9516221.html,25.04.2023,"Berlin
                                                                    Gesundbrunnen",Berlin,                                                                   Gesundbrunnen,Muster Str. 1,1250.0,5000,5000,5000,22,2023-04-25,,20230424,5000,,56.81818181818182,25.04.2023-1250.0-56.81818181818182 Berlin,Gesundbrunnen,,52.5509201,13.384846
13,13,9997900,www.wg-gesucht.de/wg-zimmer-in-Berlin.9997900.html,25.04.2023,"Berlin
                                                                    Reinickendorf",Berlin,                                                                   Reinickendorf,Muster Str. 1,1000.0,5000,5000,5000,22,2023-06-01,,20230424,5000,,45.45454545454545,25.04.2023-1000.0-45.45454545454545 Berlin,Reinickendorf,,52.6047631,13.2952872
14,14,9196123,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.9196123.html,25.04.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,350.0,5000,5000,5000,19,2023-05-16,2023-10-30,20230424,5000,5.0,18.42105263157895,25.04.2023-350.0-18.42105263157895 Berlin,Friedrichshain,2023-10,52.5122154,13.4502904
15,15,9890215,www.wg-gesucht.de/wg-zimmer-in-Berlin-Gesundbrunnen.9890215.html,25.04.2023,Berlin,Berlin,Berlin,Muster Str. 1,1250.0,5000,5000,5000,22,2023-05-15,,20230424,5000,,56.81818181818182,25.04.2023-1250.0-56.81818181818182 Berlin,Berlin,,52.5170365,13.3888599
16,16,9801905,www.wg-gesucht.de/wg-zimmer-in-Berlin-Pankow.9801905.html,25.04.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,1300.0,5000,5000,5000,30,2023-05-01,,20230424,5000,,43.333333333333336,25.04.2023-1300.0-43.333333333333336 Berlin,Friedrichshain,,52.5122154,13.4502904
17,17,10030462,www.wg-gesucht.de/wg-zimmer-in-Berlin.10030462.html,25.04.2023,"Berlin
                                                                    Gesundbrunnen",Berlin,                                                                   Gesundbrunnen,Muster Str. 1,1250.0,5000,5000,5000,22,2023-05-01,,20230424,5000,,56.81818181818182,25.04.2023-1250.0-56.81818181818182 Berlin,Gesundbrunnen,,52.5509201,13.384846
18,18,10019752,www.wg-gesucht.de/wg-zimmer-in-Berlin-Pankow.10019752.html,25.04.2023,"Berlin
                                                                    Pankow",Berlin,                                                                   Pankow,Muster Str. 1,1300.0,5000,5000,5000,15,2023-05-01,,20230424,5000,,86.66666666666667,25.04.2023-1300.0-86.66666666666667 Berlin,Pankow,,52.5979174,13.435316
19,19,10030139,www.wg-gesucht.de/wg-zimmer-in-Berlin.10030139.html,25.04.2023,Berlin,Berlin,Berlin,Muster Str. 1,900.0,5000,5000,5000,10,2023-05-04,,20230424,5000,,90.0,25.04.2023-900.0-90.0 Berlin,Berlin,,52.5170365,13.3888599
20,20,10019752,www.wg-gesucht.de/wg-zimmer-in-Berlin-Pankow.10019752.html,25.04.2023,Zimmer von HousingAnywhere*,Zimmervon HousingAnywhere*,Zimmervon HousingAnywhere*,Muster Str. 1,600.0,5000,5000,5000,22,2023-04-26,,20230424,5000,,27.272727272727273,25.04.2023-600.0-27.272727272727273 Zimmervon HousingAnywhere*,Berlin,,52.5170365,13.3888599
21,21,10030139,www.wg-gesucht.de/wg-zimmer-in-Berlin.10030139.html,25.04.2023,Zimmer von Spotahome*,Zimmervon Spotahome*,Zimmervon Spotahome*,Muster Str. 1,580.0,5000,5000,5000,23,2023-04-26,,20230424,5000,,25.217391304347824,25.04.2023-580.0-25.217391304347824 Zimmervon Spotahome*,Berlin,,52.5170365,13.3888599
22,22,10030458,www.wg-gesucht.de/wg-zimmer-in-Berlin.10030458.html,25.04.2023,"Berlin
                                                                    Pankow",Berlin,                                                                   Pankow,Muster Str. 1,1400.0,5000,5000,5000,25,2023-05-01,,20230424,5000,,56.0,25.04.2023-1400.0-56.0 Berlin,Pankow,,52.5979174,13.435316
23,23,10030455,www.wg-gesucht.de/wg-zimmer-in-Berlin.10030455.html,25.04.2023,Berlin,Berlin,Berlin,Muster Str. 1,1000.0,5000,5000,5000,20,2023-05-01,2023-05-31,20230424,5000,0.0,50.0,25.04.2023-1000.0-50.0 Berlin,Berlin,2023-05,52.5170365,13.3888599
24,24,10015358,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.10015358.html,25.04.2023,Berlin,Berlin,Berlin,Muster Str. 1,900.0,5000,5000,5000,12,2023-05-19,,20230424,5000,,75.0,25.04.2023-900.0-75.0 Berlin,Berlin,,52.5170365,13.3888599
25,25,10019947,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln.10019947.html,25.04.2023,Berlin,Berlin,Berlin,Muster Str. 1,900.0,5000,5000,5000,9,2023-04-28,,20230424,5000,,100.0,25.04.2023-900.0-100.0 Berlin,Berlin,,52.5170365,13.3888599
26,26,9983145,www.wg-gesucht.de/wg-zimmer-in-Berlin-Baumschulenweg-Johannisthal-Niederschoeneweide-Neu.9983145.html,25.04.2023,"Berlin
                                                                    Prenzlauer Berg",Berlin,                                                                   Prenzlauer Berg,Muster Str. 1,650.0,5000,5000,5000,24,2023-05-01,2023-09-01,20230424,5000,4.0,27.083333333333332,25.04.2023-650.0-27.083333333333332 Berlin,Prenzlauer Berg,2023-09,52.5398466,13.4285652
27,27,10030451,www.wg-gesucht.de/wg-zimmer-in-Berlin.10030451.html,25.04.2023,"Berlin
                                                                    Neukölln",Berlin,                                                                   Neukölln,Muster Str. 1,600.0,5000,5000,5000,16,2023-04-26,2023-07-14,20230424,5000,3.0,37.5,25.04.2023-600.0-37.5 Berlin,Neukölln,2023-07,52.4811497,13.4353501
28,28,7616369,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.7616369.html,25.04.2023,"Berlin
                                                                    Baumschulenweg Johannisthal...",Berlin,                                                                   Baumschulenweg Johannisthal...,Muster Str. 1,365.0,5000,5000,5000,7,2023-05-01,,20230424,5000,,52.142857142857146,25.04.2023-365.0-52.142857142857146 Berlin,Berlin,,52.5170365,13.3888599
29,29,10030450,www.wg-gesucht.de/wg-zimmer-in-Berlin.10030450.html,25.04.2023,Berlin,Berlin,Berlin,Muster Str. 1,900.0,5000,5000,5000,12,2023-05-04,,20230424,5000,,75.0,25.04.2023-900.0-75.0 Berlin,Berlin,,52.5170365,13.3888599
30,30,9803370,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.9803370.html,25.04.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,905.0,5000,5000,5000,13,2023-06-09,2023-08-28,20230424,5000,2.0,69.61538461538461,25.04.2023-905.0-69.61538461538461 Berlin,Friedrichshain,2023-08,52.5122154,13.4502904
31,31,9586737,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kaulsdorf.9586737.html,25.04.2023,Berlin,Berlin,Berlin,Muster Str. 1,900.0,5000,5000,5000,12,2023-05-19,,20230424,5000,,75.0,25.04.2023-900.0-75.0 Berlin,Berlin,,52.5170365,13.3888599
32,32,10030146,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.10030146.html,25.04.2023,"Berlin
                                                                    Mitte",Berlin,                                                                   Mitte,Muster Str. 1,600.0,5000,5000,5000,20,2023-04-25,2024-04-01,20230424,5000,12.0,30.0,25.04.2023-600.0-30.0 Berlin,Mitte,2024-04,52.5178855,13.4040601
33,33,9835270,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.9835270.html,25.04.2023,"Berlin
                                                                    Kaulsdorf",Berlin,                                                                   Kaulsdorf,Muster Str. 1,520.0,5000,5000,5000,16,2023-06-01,,20230424,5000,,32.5,25.04.2023-520.0-32.5 Berlin,Berlin,,52.5170365,13.3888599
34,34,10030449,www.wg-gesucht.de/wg-zimmer-in-Berlin.10030449.html,25.04.2023,"Berlin
                                                                    Prenzlauer Berg",Berlin,                                                                   Prenzlauer Berg,Muster Str. 1,800.0,5000,5000,5000,20,2023-05-12,2023-08-31,20230424,5000,3.0,40.0,25.04.2023-800.0-40.0 Berlin,Prenzlauer Berg,2023-08,52.5398466,13.4285652
35,35,10030447,www.wg-gesucht.de/wg-zimmer-in-Berlin.10030447.html,25.04.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,350.0,5000,5000,5000,18,2023-05-04,2023-07-30,20230424,5000,2.0,19.444444444444443,25.04.2023-350.0-19.444444444444443 Berlin,Friedrichshain,2023-07,52.5122154,13.4502904
36,36,9177975,www.wg-gesucht.de/wg-zimmer-in-Berlin-Lichterfelde.9177975.html,25.04.2023,Berlin,Berlin,Berlin,Muster Str. 1,900.0,5000,5000,5000,12,2023-05-04,,20230424,5000,,75.0,25.04.2023-900.0-75.0 Berlin,Berlin,,52.5170365,13.3888599
37,37,8555901,www.wg-gesucht.de/wg-zimmer-in-Berlin-Charlottenburg-Wilmersdorf.8555901.html,25.04.2023,Berlin,Berlin,Berlin,Muster Str. 1,900.0,5000,5000,5000,14,2023-05-04,,20230424,5000,,64.28571428571429,25.04.2023-900.0-64.28571428571429 Berlin,Berlin,,52.5170365,13.3888599
38,38,10030443,www.wg-gesucht.de/wg-zimmer-in-Berlin.10030443.html,25.04.2023,"Berlin
                                                                    Lichterfelde",Berlin,                                                                   Lichterfelde,Muster Str. 1,400.0,5000,5000,5000,20,2023-05-01,,20230424,5000,,20.0,25.04.2023-400.0-20.0 Berlin,Lichterfelde,,52.437293,13.3138645
39,39,9318455,www.wg-gesucht.de/wg-zimmer-in-Berlin-Hohenschoenhausen.9318455.html,25.04.2023,"Berlin
                                                                    Charlottenburg-Wilmersdorf",Berlin,                                                                   Charlottenburg-Wilmersdorf,Muster Str. 1,300.0,5000,5000,5000,16,2023-04-25,,20230424,5000,,18.75,25.04.2023-300.0-18.75 Berlin,Charlottenburg,,52.515747,13.3096834
40,40,9881973,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain-Kreuzberg.9881973.html,25.04.2023,Zimmer von HousingAnywhere*,Zimmervon HousingAnywhere*,Zimmervon HousingAnywhere*,Muster Str. 1,530.0,5000,5000,5000,15,2023-04-26,,20230424,5000,,35.333333333333336,25.04.2023-530.0-35.333333333333336 Zimmervon HousingAnywhere*,Berlin,,52.5170365,13.3888599
41,41,10030440,www.wg-gesucht.de/wg-zimmer-in-Berlin.10030440.html,25.04.2023,Zimmer von Spotahome*,Zimmervon Spotahome*,Zimmervon Spotahome*,Muster Str. 1,480.0,5000,5000,5000,23,2023-04-26,,20230424,5000,,20.869565217391305,25.04.2023-480.0-20.869565217391305 Zimmervon Spotahome*,Berlin,,52.5170365,13.3888599
42,42,9906076,www.wg-gesucht.de/wg-zimmer-in-Berlin-Lichtenberg.9906076.html,25.04.2023,"Berlin
                                                                    Friedrichshain-Kreuzberg",Berlin,                                                                   Friedrichshain-Kreuzberg,Muster Str. 1,10.0,5000,5000,5000,17,2023-05-15,2023-07-30,20230424,5000,2.0,0.5882352941176471,25.04.2023-10.0-0.5882352941176471 Berlin,Friedrichshain,2023-07,52.5122154,13.4502904
43,43,10030356,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.10030356.html,25.04.2023,Berlin,Berlin,Berlin,Muster Str. 1,895.0,5000,5000,5000,10,2023-05-19,,20230424,5000,,89.5,25.04.2023-895.0-89.5 Berlin,Berlin,,52.5170365,13.3888599
44,44,10030438,www.wg-gesucht.de/wg-zimmer-in-Berlin.10030438.html,25.04.2023,"Berlin
                                                                    Lichtenberg",Berlin,                                                                   Lichtenberg,Muster Str. 1,925.0,5000,5000,5000,11,2023-04-25,,20230424,5000,,84.0909090909091,25.04.2023-925.0-84.0909090909091 Berlin,Lichtenberg,,48.9212959,7.4812268
45,45,10030147,www.wg-gesucht.de/wg-zimmer-in-Berlin-Charlottenburg.10030147.html,25.04.2023,"Berlin
                                                                    Prenzlauer Berg",Berlin,                                                                   Prenzlauer Berg,Muster Str. 1,250.0,5000,5000,5000,10,2023-05-01,2023-05-14,20230424,5000,0.0,25.0,25.04.2023-250.0-25.0 Berlin,Prenzlauer Berg,2023-05,52.5398466,13.4285652
46,46,9839838,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.9839838.html,25.04.2023,Berlin,Berlin,Berlin,Muster Str. 1,895.0,5000,5000,5000,11,2023-05-04,,20230424,5000,,81.36363636363636,25.04.2023-895.0-81.36363636363636 Berlin,Berlin,,52.5170365,13.3888599
47,47,10030435,www.wg-gesucht.de/wg-zimmer-in-Berlin.10030435.html,25.04.2023,"Berlin
                                                                    Charlottenburg",Berlin,                                                                   Charlottenburg,Muster Str. 1,590.0,5000,5000,5000,25,2023-05-01,2023-09-01,20230424,5000,4.0,23.6,25.04.2023-590.0-23.6 Berlin,Charlottenburg,2023-09,52.515747,13.3096834
48,48,7257462,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.7257462.html,25.04.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,190.0,5000,5000,5000,15,2023-05-19,2023-05-29,20230424,5000,0.0,12.666666666666666,25.04.2023-190.0-12.666666666666666 Berlin,Friedrichshain,2023-05,52.5122154,13.4502904
49,49,9080603,www.wg-gesucht.de/wg-zimmer-in-Berlin-Gesundbrunnen.9080603.html,25.04.2023,Berlin,Berlin,Berlin,Muster Str. 1,895.0,5000,5000,5000,15,2023-05-19,,20230424,5000,,59.666666666666664,25.04.2023-895.0-59.666666666666664 Berlin,Berlin,,52.5170365,13.3888599
50,50,9924743,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kreuzberg.9924743.html,25.04.2023,"Berlin
                                                                    Prenzlauer Berg",Berlin,                                                                   Prenzlauer Berg,Muster Str. 1,550.0,5000,5000,5000,12,2023-04-25,,20230424,5000,,45.833333333333336,25.04.2023-550.0-45.833333333333336 Berlin,Prenzlauer Berg,,52.5398466,13.4285652
51,51,10030434,www.wg-gesucht.de/wg-zimmer-in-Berlin.10030434.html,25.04.2023,"Berlin
                                                                    Gesundbrunnen",Berlin,                                                                   Gesundbrunnen,Muster Str. 1,590.0,5000,5000,5000,16,2023-05-22,2023-09-18,20230424,5000,4.0,36.875,25.04.2023-590.0-36.875 Berlin,Gesundbrunnen,2023-09,52.5509201,13.384846
52,52,3784550,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.3784550.html,25.04.2023,"Berlin
                                                                    Kreuzberg",Berlin,                                                                   Kreuzberg,Muster Str. 1,590.0,5000,5000,5000,10,2023-05-01,,20230424,5000,,59.0,25.04.2023-590.0-59.0 Berlin,Kreuzberg,,52.4976443,13.411914
53,53,10029846,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.10029846.html,25.04.2023,Berlin,Berlin,Berlin,Muster Str. 1,825.0,5000,5000,5000,10,2023-05-19,,20230424,5000,,82.5,25.04.2023-825.0-82.5 Berlin,Berlin,,52.5170365,13.3888599
54,54,10030432,www.wg-gesucht.de/wg-zimmer-in-Berlin.10030432.html,25.04.2023,"Berlin
                                                                    Prenzlauer Berg",Berlin,                                                                   Prenzlauer Berg,Muster Str. 1,845.0,5000,5000,5000,20,2023-10-15,2024-04-15,20230424,5000,6.0,42.25,25.04.2023-845.0-42.25 Berlin,Prenzlauer Berg,2024-04,52.5398466,13.4285652
55,55,9440978,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain-Kreuzberg.9440978.html,25.04.2023,"Berlin
                                                                    Prenzlauer Berg",Berlin,                                                                   Prenzlauer Berg,Muster Str. 1,700.0,5000,5000,5000,16,2023-05-01,2023-06-30,20230424,5000,1.0,43.75,25.04.2023-700.0-43.75 Berlin,Prenzlauer Berg,2023-06,52.5398466,13.4285652
56,56,10030431,www.wg-gesucht.de/wg-zimmer-in-Berlin.10030431.html,25.04.2023,Berlin,Berlin,Berlin,Muster Str. 1,815.0,5000,5000,5000,10,2023-05-19,,20230424,5000,,81.5,25.04.2023-815.0-81.5 Berlin,Berlin,,52.5170365,13.3888599
57,57,10029810,www.wg-gesucht.de/wg-zimmer-in-Berlin-Wedding.10029810.html,25.04.2023,"Berlin
                                                                    Friedrichshain-Kreuzberg",Berlin,                                                                   Friedrichshain-Kreuzberg,Muster Str. 1,570.0,5000,5000,5000,17,2023-05-01,2023-08-30,20230424,5000,3.0,33.529411764705884,25.04.2023-570.0-33.529411764705884 Berlin,Friedrichshain,2023-08,52.5122154,13.4502904
58,58,10030429,www.wg-gesucht.de/wg-zimmer-in-Berlin.10030429.html,25.04.2023,Berlin,Berlin,Berlin,Muster Str. 1,815.0,5000,5000,5000,11,2023-05-19,,20230424,5000,,74.0909090909091,25.04.2023-815.0-74.0909090909091 Berlin,Berlin,,52.5170365,13.3888599
59,59,10030304,www.wg-gesucht.de/wg-zimmer-in-Berlin-Moabit.10030304.html,25.04.2023,"Berlin
                                                                    Wedding",Berlin,                                                                   Wedding,Muster Str. 1,480.0,5000,5000,5000,16,2023-05-01,,20230424,5000,,30.0,25.04.2023-480.0-30.0 Berlin,Wedding,,52.550123,13.34197
60,60,3686286,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.3686286.html,25.04.2023,Zimmer von HousingAnywhere*,Zimmervon HousingAnywhere*,Zimmervon HousingAnywhere*,Muster Str. 1,480.0,5000,5000,5000,20,2023-04-26,,20230424,5000,,24.0,25.04.2023-480.0-24.0 Zimmervon HousingAnywhere*,Berlin,,52.5170365,13.3888599
61,61,10030427,www.wg-gesucht.de/wg-zimmer-in-Berlin.10030427.html,25.04.2023,Zimmer von Spotahome*,Zimmervon Spotahome*,Zimmervon Spotahome*,Muster Str. 1,430.0,5000,5000,5000,21,2023-04-26,,20230424,5000,,20.476190476190474,25.04.2023-430.0-20.476190476190474 Zimmervon Spotahome*,Berlin,,52.5170365,13.3888599
62,62,9912750,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshagen.9912750.html,25.04.2023,"Berlin
                                                                    Prenzlauer Berg",Berlin,                                                                   Prenzlauer Berg,Muster Str. 1,500.0,5000,5000,5000,25,2023-05-01,2023-07-31,20230424,5000,2.0,20.0,25.04.2023-500.0-20.0 Berlin,Prenzlauer Berg,2023-07,52.5398466,13.4285652
63,63,10017276,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.10017276.html,25.04.2023,Berlin,Berlin,Berlin,Muster Str. 1,695.0,5000,5000,5000,10,2023-05-19,,20230424,5000,,69.5,25.04.2023-695.0-69.5 Berlin,Berlin,,52.5170365,13.3888599
64,64,1858126,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.1858126.html,25.04.2023,"Berlin
                                                                    Friedrichshagen",Berlin,                                                                   Friedrichshagen,Muster Str. 1,650.0,5000,5000,5000,25,2023-04-25,2023-10-30,20230424,5000,6.0,26.0,25.04.2023-650.0-26.0 Berlin,Berlin,2023-10,52.5170365,13.3888599
65,65,10030426,www.wg-gesucht.de/wg-zimmer-in-Berlin-Pankow.10030426.html,25.04.2023,"Berlin
                                                                    Prenzlauer Berg",Berlin,                                                                   Prenzlauer Berg,Muster Str. 1,650.0,5000,5000,5000,18,2023-05-01,2023-10-31,20230424,5000,5.0,36.111111111111114,25.04.2023-650.0-36.111111111111114 Berlin,Prenzlauer Berg,2023-10,52.5398466,13.4285652
66,66,10016074,www.wg-gesucht.de/wg-zimmer-in-Berlin-Spandau.10016074.html,25.04.2023,"Berlin
                                                                    Mitte",Berlin,                                                                   Mitte,Muster Str. 1,900.0,5000,5000,5000,14,2023-05-01,2024-04-11,20230424,5000,11.0,64.28571428571429,25.04.2023-900.0-64.28571428571429 Berlin,Mitte,2024-04,52.5178855,13.4040601
67,67,10009649,www.wg-gesucht.de/wg-zimmer-in-Berlin-Steglitz-Zehlendorf.10009649.html,25.04.2023,"Berlin
                                                                    Pankow",Berlin,                                                                   Pankow,Muster Str. 1,709.0,5000,5000,5000,14,2023-05-10,,20230424,5000,,50.642857142857146,25.04.2023-709.0-50.642857142857146 Berlin,Pankow,,52.5979174,13.435316
68,68,10015001,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshagen.10015001.html,25.04.2023,"Berlin
                                                                    Spandau",Berlin,                                                                   Spandau,Muster Str. 1,550.0,5000,5000,5000,22,2023-04-25,2023-12-31,20230424,5000,8.0,25.0,25.04.2023-550.0-25.0 Berlin,Spandau,2023-12,52.535788,13.1977924
69,69,9209137,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.9209137.html,25.04.2023,"Berlin
                                                                    Steglitz- Zehlendorf",Berlin,                                                                   Steglitz- Zehlendorf,Muster Str. 1,895.0,5000,5000,5000,19,2023-04-25,,20230424,5000,,47.10526315789474,25.04.2023-895.0-47.10526315789474 Berlin,Steglitz,,52.4572569,13.3222865
70,70,10027700,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.10027700.html,25.04.2023,"Berlin
                                                                    Friedrichshagen",Berlin,                                                                   Friedrichshagen,Muster Str. 1,500.0,5000,5000,5000,20,2023-04-30,2023-05-21,20230424,5000,1.0,25.0,25.04.2023-500.0-25.0 Berlin,Berlin,2023-05,52.5170365,13.3888599
71,71,10001566,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain-Kreuzberg.10001566.html,25.04.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,380.0,5000,5000,5000,19,2023-05-16,2023-10-30,20230424,5000,5.0,20.0,25.04.2023-380.0-20.0 Berlin,Friedrichshain,2023-10,52.5122154,13.4502904
72,72,10029996,www.wg-gesucht.de/wg-zimmer-in-Berlin-Schoeneberg.10029996.html,25.04.2023,"Berlin
                                                                    Prenzlauer Berg",Berlin,                                                                   Prenzlauer Berg,Muster Str. 1,780.0,5000,5000,5000,16,2023-05-15,2023-06-15,20230424,5000,1.0,48.75,25.04.2023-780.0-48.75 Berlin,Prenzlauer Berg,2023-06,52.5398466,13.4285652
73,73,10030248,www.wg-gesucht.de/wg-zimmer-in-Berlin-Niederschoeneweide.10030248.html,25.04.2023,"Berlin
                                                                    Friedrichshain-Kreuzberg",Berlin,                                                                   Friedrichshain-Kreuzberg,Muster Str. 1,350.0,5000,5000,5000,20,2023-05-16,2023-08-30,20230424,5000,3.0,17.5,25.04.2023-350.0-17.5 Berlin,Friedrichshain,2023-08,52.5122154,13.4502904
